Date,test_year,test_wk
2017-09-24,2017,38
2017-09-24,2017,38
2017-09-24,2017,38
2017-09-24,2017,38
2017-09-24,2017,38
2017-09-24,2017,38
2017-09-24,2017,38
2017-09-24,2017,38
2017-09-24,2017,38
2017-09-24,2017,38
2017-09-24,2017,38
2017-09-24,2017,38
2017-09-24,2017,38
2017-09-24,2017,38
2017-09-24,2017,38
2017-09-24,2017,38
2017-09-24,2017,38
2017-09-24,2017,38
2017-09-24,2017,38
2017-09-24,2017,38
2017-09-24,2017,38
2017-09-24,2017,38
2017-09-24,2017,38
2017-09-24,2017,38
2017-09-24,2017,38
2017-09-24,2017,38
2017-09-24,2017,38
2017-09-24,2017,38
2017-09-24,2017,38
2017-09-24,2017,38
2017-09-24,2017,38
2017-09-24,2017,38
2017-09-24,2017,38
2017-09-24,2017,38
2017-09-24,2017,38
2017-09-24,2017,38
2017-09-24,2017,38
2017-09-24,2017,38
2017-09-24,2017,38
2017-09-24,2017,38
2017-09-24,2017,38
2017-09-24,2017,38
2017-09-24,2017,38
2017-09-24,2017,38
2017-09-24,2017,38
2017-09-24,2017,38
2017-09-24,2017,38
2017-09-24,2017,38
2017-09-24,2017,38
2017-09-24,2017,38
2017-09-24,2017,38
2018-06-04,2018,23
2018-06-04,2018,23
2018-06-04,2018,23
2018-06-04,2018,23
2018-06-04,2018,23
2018-06-04,2018,23
2018-06-04,2018,23
2018-06-04,2018,23
2018-06-04,2018,23
2018-06-04,2018,23
2018-06-04,2018,23
2018-06-04,2018,23
2018-06-04,2018,23
2018-06-04,2018,23
2018-06-04,2018,23
2018-06-04,2018,23
2018-06-04,2018,23
2018-06-04,2018,23
2018-06-04,2018,23
2018-06-04,2018,23
2018-06-04,2018,23
2018-06-04,2018,23
2018-06-04,2018,23
2018-06-04,2018,23
2018-06-04,2018,23
2018-06-04,2018,23
2018-06-04,2018,23
2018-06-04,2018,23
2018-06-04,2018,23
2018-06-04,2018,23
2018-06-04,2018,23
2018-06-04,2018,23
2018-06-04,2018,23
2018-06-04,2018,23
2018-06-04,2018,23
2018-06-04,2018,23
2018-06-04,2018,23
2018-06-04,2018,23
2018-06-04,2018,23
2018-06-04,2018,23
2018-06-04,2018,23
2018-06-04,2018,23
2018-06-04,2018,23
2018-06-04,2018,23
2018-06-04,2018,23
2018-06-04,2018,23
2018-06-04,2018,23
2018-06-04,2018,23
2018-06-04,2018,23
2018-06-04,2018,23
2018-06-04,2018,23
2018-06-04,2018,23
2018-06-04,2018,23
2018-06-04,2018,23
2018-06-04,2018,23
2018-06-04,2018,23
2018-06-04,2018,23
2018-06-11,2018,24
2018-06-11,2018,24
2018-06-11,2018,24
2018-06-11,2018,24
2018-06-11,2018,24
2018-06-11,2018,24
2018-06-11,2018,24
2018-06-11,2018,24
2018-06-11,2018,24
2018-06-11,2018,24
2018-06-11,2018,24
2018-06-11,2018,24
2018-06-11,2018,24
2018-06-11,2018,24
2018-06-11,2018,24
2018-06-11,2018,24
2018-06-11,2018,24
2018-06-11,2018,24
2018-06-11,2018,24
2018-06-11,2018,24
2018-06-11,2018,24
2018-06-11,2018,24
2018-06-11,2018,24
2018-06-11,2018,24
2018-06-11,2018,24
2018-06-11,2018,24
2018-06-11,2018,24
2018-06-11,2018,24
2018-06-11,2018,24
2018-06-11,2018,24
2018-06-11,2018,24
2018-06-11,2018,24
2018-06-11,2018,24
2018-06-11,2018,24
2018-06-11,2018,24
2018-06-11,2018,24
2018-06-11,2018,24
2018-06-11,2018,24
2018-06-11,2018,24
2018-06-11,2018,24
2018-06-11,2018,24
2018-06-11,2018,24
2018-06-11,2018,24
2018-06-11,2018,24
2018-06-11,2018,24
2018-06-11,2018,24
2018-06-11,2018,24
2018-06-11,2018,24
2018-06-11,2018,24
2018-06-11,2018,24
2018-06-11,2018,24
2018-06-11,2018,24
2018-06-18,2018,25
2018-06-18,2018,25
2018-06-18,2018,25
2018-06-18,2018,25
2018-06-18,2018,25
2018-06-18,2018,25
2018-06-18,2018,25
2018-06-18,2018,25
2018-06-18,2018,25
2018-06-18,2018,25
2018-06-18,2018,25
2018-06-18,2018,25
2018-06-18,2018,25
2018-06-18,2018,25
2018-06-18,2018,25
2018-06-18,2018,25
2018-06-18,2018,25
2018-06-18,2018,25
2018-06-18,2018,25
2018-06-18,2018,25
2018-06-18,2018,25
2018-06-18,2018,25
2018-06-18,2018,25
2018-06-18,2018,25
2018-06-18,2018,25
2018-06-18,2018,25
2018-06-18,2018,25
2018-06-18,2018,25
2018-06-18,2018,25
2018-06-18,2018,25
2018-06-18,2018,25
2018-06-18,2018,25
2018-06-18,2018,25
2018-06-18,2018,25
2018-06-18,2018,25
2018-06-18,2018,25
2018-06-18,2018,25
2018-06-18,2018,25
2018-06-18,2018,25
2018-06-18,2018,25
2018-06-18,2018,25
2018-06-18,2018,25
2018-06-18,2018,25
2018-06-18,2018,25
2018-06-18,2018,25
2018-06-18,2018,25
2018-06-18,2018,25
2018-06-18,2018,25
2018-06-18,2018,25
2018-06-18,2018,25
2018-06-18,2018,25
2018-06-18,2018,25
2018-06-18,2018,25
2018-06-18,2018,25
2018-06-18,2018,25
2018-06-25,2018,26
2018-06-25,2018,26
2018-06-25,2018,26
2018-06-25,2018,26
2018-06-25,2018,26
2018-06-25,2018,26
2018-06-25,2018,26
2018-06-25,2018,26
2018-06-25,2018,26
2018-06-25,2018,26
2018-06-25,2018,26
2018-06-25,2018,26
2018-06-25,2018,26
2018-06-25,2018,26
2018-06-25,2018,26
2018-06-25,2018,26
2018-06-25,2018,26
2018-06-25,2018,26
2018-06-25,2018,26
2018-06-25,2018,26
2018-06-25,2018,26
2018-06-25,2018,26
2018-06-25,2018,26
2018-06-25,2018,26
2018-06-25,2018,26
2018-06-25,2018,26
2018-06-25,2018,26
2018-06-25,2018,26
2018-06-25,2018,26
2018-06-25,2018,26
2018-06-25,2018,26
2018-06-25,2018,26
2018-06-25,2018,26
2018-06-25,2018,26
2018-06-25,2018,26
2018-06-25,2018,26
2018-06-25,2018,26
2018-06-25,2018,26
2018-06-25,2018,26
2018-06-25,2018,26
2018-06-25,2018,26
2018-06-25,2018,26
2018-06-25,2018,26
2018-06-25,2018,26
2018-06-25,2018,26
2018-06-25,2018,26
2018-06-25,2018,26
2018-06-25,2018,26
2018-06-25,2018,26
2018-06-25,2018,26
2018-06-25,2018,26
2018-06-25,2018,26
2018-06-25,2018,26
2018-06-25,2018,26
2018-06-25,2018,26
2018-06-25,2018,26
2018-06-25,2018,26
2018-07-02,2018,27
2018-07-02,2018,27
2018-07-02,2018,27
2018-07-02,2018,27
2018-07-02,2018,27
2018-07-02,2018,27
2018-07-02,2018,27
2018-07-02,2018,27
2018-07-02,2018,27
2018-07-02,2018,27
2018-07-02,2018,27
2018-07-02,2018,27
2018-07-02,2018,27
2018-07-02,2018,27
2018-07-02,2018,27
2018-07-02,2018,27
2018-07-02,2018,27
2018-07-02,2018,27
2018-07-02,2018,27
2018-07-02,2018,27
2018-07-02,2018,27
2018-07-02,2018,27
2018-07-02,2018,27
2018-07-02,2018,27
2018-07-02,2018,27
2018-07-02,2018,27
2018-07-02,2018,27
2018-07-02,2018,27
2018-07-02,2018,27
2018-07-02,2018,27
2018-07-02,2018,27
2018-07-02,2018,27
2018-07-02,2018,27
2018-07-02,2018,27
2018-07-02,2018,27
2018-07-02,2018,27
2018-07-02,2018,27
2018-07-02,2018,27
2018-07-02,2018,27
2018-07-02,2018,27
2018-07-02,2018,27
2018-07-02,2018,27
2018-07-02,2018,27
2018-07-02,2018,27
2018-07-02,2018,27
2018-07-02,2018,27
2018-07-09,2018,28
2018-07-09,2018,28
2018-07-09,2018,28
2018-07-09,2018,28
2018-07-09,2018,28
2018-07-09,2018,28
2018-07-09,2018,28
2018-07-09,2018,28
2018-07-09,2018,28
2018-07-09,2018,28
2018-07-09,2018,28
2018-07-09,2018,28
2018-07-09,2018,28
2018-07-09,2018,28
2018-07-09,2018,28
2018-07-09,2018,28
2018-07-09,2018,28
2018-07-09,2018,28
2018-07-09,2018,28
2018-07-09,2018,28
2018-07-09,2018,28
2018-07-09,2018,28
2018-07-09,2018,28
2018-07-09,2018,28
2018-07-09,2018,28
2018-07-09,2018,28
2018-07-09,2018,28
2018-07-09,2018,28
2018-07-09,2018,28
2018-07-09,2018,28
2018-07-09,2018,28
2018-07-09,2018,28
2018-07-09,2018,28
2018-07-09,2018,28
2018-07-09,2018,28
2018-07-09,2018,28
2018-07-09,2018,28
2018-07-09,2018,28
2018-07-09,2018,28
2018-07-09,2018,28
2018-07-09,2018,28
2018-07-09,2018,28
2018-07-09,2018,28
2018-07-09,2018,28
2018-07-09,2018,28
2018-07-09,2018,28
2018-07-09,2018,28
2018-07-09,2018,28
2018-07-09,2018,28
2018-07-09,2018,28
2018-07-09,2018,28
2018-07-09,2018,28
2018-07-09,2018,28
2018-07-09,2018,28
2018-07-09,2018,28
2018-07-09,2018,28
2018-07-09,2018,28
2018-07-09,2018,28
2018-07-09,2018,28
2018-07-09,2018,28
2018-07-09,2018,28
2018-07-09,2018,28
2018-07-16,2018,29
2018-07-16,2018,29
2018-07-16,2018,29
2018-07-16,2018,29
2018-07-16,2018,29
2018-07-16,2018,29
2018-07-16,2018,29
2018-07-16,2018,29
2018-07-16,2018,29
2018-07-16,2018,29
2018-07-16,2018,29
2018-07-16,2018,29
2018-07-16,2018,29
2018-07-16,2018,29
2018-07-16,2018,29
2018-07-16,2018,29
2018-07-16,2018,29
2018-07-16,2018,29
2018-07-16,2018,29
2018-07-16,2018,29
2018-07-16,2018,29
2018-07-16,2018,29
2018-07-16,2018,29
2018-07-16,2018,29
2018-07-16,2018,29
2018-07-16,2018,29
2018-07-16,2018,29
2018-07-16,2018,29
2018-07-16,2018,29
2018-07-16,2018,29
2018-07-16,2018,29
2018-07-16,2018,29
2018-07-16,2018,29
2018-07-16,2018,29
2018-07-16,2018,29
2018-07-16,2018,29
2018-07-16,2018,29
2018-07-16,2018,29
2018-07-16,2018,29
2018-07-16,2018,29
2018-07-16,2018,29
2018-07-16,2018,29
2018-07-16,2018,29
2018-07-16,2018,29
2018-07-16,2018,29
2018-07-16,2018,29
2018-07-16,2018,29
2018-07-16,2018,29
2018-07-16,2018,29
2018-07-16,2018,29
2018-07-16,2018,29
2018-07-16,2018,29
2018-07-16,2018,29
2018-07-16,2018,29
2018-07-16,2018,29
2018-07-16,2018,29
2018-07-16,2018,29
2018-07-16,2018,29
2018-07-16,2018,29
2018-07-16,2018,29
2018-07-16,2018,29
2018-07-16,2018,29
2018-07-16,2018,29
2018-07-23,2018,30
2018-07-23,2018,30
2018-07-23,2018,30
2018-07-23,2018,30
2018-07-23,2018,30
2018-07-23,2018,30
2018-07-23,2018,30
2018-07-23,2018,30
2018-07-23,2018,30
2018-07-23,2018,30
2018-07-23,2018,30
2018-07-23,2018,30
2018-07-23,2018,30
2018-07-23,2018,30
2018-07-23,2018,30
2018-07-23,2018,30
2018-07-23,2018,30
2018-07-23,2018,30
2018-07-23,2018,30
2018-07-23,2018,30
2018-07-23,2018,30
2018-07-23,2018,30
2018-07-23,2018,30
2018-07-23,2018,30
2018-07-23,2018,30
2018-07-23,2018,30
2018-07-23,2018,30
2018-07-23,2018,30
2018-07-23,2018,30
2018-07-23,2018,30
2018-07-23,2018,30
2018-07-23,2018,30
2018-07-23,2018,30
2018-07-23,2018,30
2018-07-23,2018,30
2018-07-23,2018,30
2018-07-23,2018,30
2018-07-23,2018,30
2018-07-23,2018,30
2018-07-23,2018,30
2018-07-23,2018,30
2018-07-23,2018,30
2018-07-23,2018,30
2018-07-23,2018,30
2018-07-23,2018,30
2018-07-23,2018,30
2018-07-23,2018,30
2018-07-23,2018,30
2018-07-23,2018,30
2018-07-23,2018,30
2018-07-23,2018,30
2018-07-23,2018,30
2018-07-23,2018,30
2018-07-23,2018,30
2018-07-23,2018,30
2018-07-23,2018,30
2018-07-23,2018,30
2018-07-23,2018,30
2018-07-23,2018,30
2018-07-23,2018,30
2018-07-23,2018,30
2018-07-23,2018,30
2018-07-23,2018,30
2018-07-30,2018,31
2018-07-30,2018,31
2018-07-30,2018,31
2018-07-30,2018,31
2018-07-30,2018,31
2018-07-30,2018,31
2018-07-30,2018,31
2018-07-30,2018,31
2018-07-30,2018,31
2018-07-30,2018,31
2018-07-30,2018,31
2018-07-30,2018,31
2018-07-30,2018,31
2018-07-30,2018,31
2018-07-30,2018,31
2018-07-30,2018,31
2018-07-30,2018,31
2018-07-30,2018,31
2018-07-30,2018,31
2018-07-30,2018,31
2018-07-30,2018,31
2018-07-30,2018,31
2018-07-30,2018,31
2018-07-30,2018,31
2018-07-30,2018,31
2018-07-30,2018,31
2018-07-30,2018,31
2018-07-30,2018,31
2018-07-30,2018,31
2018-07-30,2018,31
2018-07-30,2018,31
2018-07-30,2018,31
2018-07-30,2018,31
2018-07-30,2018,31
2018-07-30,2018,31
2018-07-30,2018,31
2018-07-30,2018,31
2018-07-30,2018,31
2018-07-30,2018,31
2018-07-30,2018,31
2018-07-30,2018,31
2018-07-30,2018,31
2018-07-30,2018,31
2018-07-30,2018,31
2018-07-30,2018,31
2018-07-30,2018,31
2018-07-30,2018,31
2018-07-30,2018,31
2018-07-30,2018,31
2018-07-30,2018,31
2018-07-30,2018,31
2018-07-30,2018,31
2018-07-30,2018,31
2018-07-30,2018,31
2018-07-30,2018,31
2018-07-30,2018,31
2018-07-30,2018,31
2018-07-30,2018,31
2018-07-30,2018,31
2018-07-30,2018,31
2018-08-06,2018,32
2018-08-06,2018,32
2018-08-06,2018,32
2018-08-06,2018,32
2018-08-06,2018,32
2018-08-06,2018,32
2018-08-06,2018,32
2018-08-06,2018,32
2018-08-06,2018,32
2018-08-06,2018,32
2018-08-06,2018,32
2018-08-06,2018,32
2018-08-06,2018,32
2018-08-06,2018,32
2018-08-06,2018,32
2018-08-06,2018,32
2018-08-06,2018,32
2018-08-06,2018,32
2018-08-06,2018,32
2018-08-06,2018,32
2018-08-06,2018,32
2018-08-06,2018,32
2018-08-06,2018,32
2018-08-06,2018,32
2018-08-06,2018,32
2018-08-06,2018,32
2018-08-06,2018,32
2018-08-06,2018,32
2018-08-06,2018,32
2018-08-06,2018,32
2018-08-06,2018,32
2018-08-06,2018,32
2018-08-06,2018,32
2018-08-06,2018,32
2018-08-06,2018,32
2018-08-06,2018,32
2018-08-06,2018,32
2018-08-06,2018,32
2018-08-06,2018,32
2018-08-06,2018,32
2018-08-06,2018,32
2018-08-06,2018,32
2018-08-06,2018,32
2018-08-06,2018,32
2018-08-06,2018,32
2018-08-06,2018,32
2018-08-06,2018,32
2018-08-06,2018,32
2018-08-06,2018,32
2018-08-06,2018,32
2018-08-06,2018,32
2018-08-06,2018,32
2018-08-06,2018,32
2018-08-06,2018,32
2018-08-06,2018,32
2018-08-06,2018,32
2018-08-06,2018,32
2018-08-06,2018,32
2018-08-13,2018,33
